0.035587773	-0.07843953	-0.019878129	-0.06717345	-0.021689428	-0.03842228	-0.0022345907	-0.050569125	0.013264978	-0.042694036	-0.051752213	-0.003985966	-0.06498914	-0.04773961	0.02146246	-0.005533225
0.03912816	-0.07389796	-0.065705225	0.00032537433	-0.022127293	-0.0038113622	-0.009769429	-0.02184555	0.008115853	-0.053098638	-0.065060794	0.028752502	-0.105878435	0.0044196434	-0.0064661684	0.053118996
0.040152997	0.027062533	-0.10937772	-0.09046652	-0.021895023	-0.008773813	-0.07686333	-0.06104719	0.045328744	-0.046320233	-0.036824975	-0.0016279629	-0.09435571	-0.0007890478	-0.0704384	0.02494432
-0.021618618	-0.027270645	-0.0148306675	-0.025150606	-0.0087846825	-0.05458053	-0.027032796	-0.08424281	0.044437848	0.009052448	-0.12869254	0.021761231	-0.03422929	-0.05169713	0.01605834	0.05479661
0.077060886	-0.0070428755	-0.017075378	0.006357457	-0.035050783	-0.061070614	0.029290548	-0.027486207	0.11305704	-0.05975427	-0.06655159	-0.031664457	0.017552739	-0.08249665	-0.06673446	0.019767987
0.10037909	-0.02637706	-0.065911904	0.025354238	-0.012953648	0.036384564	-0.0348965	-0.043589186	-0.013152388	0.06701972	-0.09150314	0.05413769	-0.042053662	-0.030213801	0.023935637	0.04305391
-0.022677701	-0.042975523	-0.06610419	-0.09157087	-0.09045151	0.031847075	0.032137558	-0.03875422	0.062441226	-0.036389254	-0.008766775	-0.010799741	-0.043545783	-0.075195245	-0.06421519	-0.00078879716
0.02797719	-0.06632628	-0.026272938	-0.05743192	-0.04191635	0.00849188	-0.005989994	-0.01478958	0.032057047	0.0626646	-0.032976374	0.011011022	-0.11964353	-0.04178401	-0.01250588	0.02363405
0.027833426	-0.041413415	-0.009250451	0.038104936	-0.06718668	0.018494302	-0.06348419	-0.031383827	0.014380608	-0.04040603	-0.059016235	-0.0031883197	-0.065335795	-0.052431513	0.0067542056	0.067111574
0.05076059	-0.03139313	-0.053530604	-0.06274295	-0.069840066	0.038277823	-0.037128493	-0.10338403	-0.049696643	-0.034421027	-0.07632494	-0.10285394	-0.029420773	-0.045275703	-0.042630874	0.09596582
0.022705758	-0.1017074	-0.04894506	-0.022998333	0.059721477	0.02575732	0.03178099	-0.03855539	-0.027142446	-0.094257586	-0.041676037	-0.075083405	-0.08239881	-0.048526157	-0.02841509	0.029775972
0.040726665	-0.015020998	-0.041011665	-0.002652269	0.038450383	-0.026916346	0.011553738	-0.121551335	-0.02692795	-0.0057265926	-0.06702482	-0.049840108	-0.02005095	-0.10056431	0.025267756	0.021873374
0.027367271	0.0066139433	0.029080223	-0.00042396152	-0.016501378	-0.014065574	-0.030250575	0.014405456	0.023485988	0.00085405767	-0.055460166	0.04425547	-0.031645883	0.057133827	0.031367056	0.026814664
-0.00069472217	-0.026238749	-0.08290631	0.006910218	-0.10990978	0.00034405576	0.08551464	-0.022310162	0.015180339	-0.024081819	0.037016094	0.00019278168	-0.018607322	0.020972185	0.07336224	-0.061152752
-0.046941165	-0.07731778	-0.080290854	-0.0048660566	-0.10371297	-0.015869828	-0.0006780373	-0.017075444	0.021283764	-0.04389756	0.0289074	0.007187727	0.0073569883	-0.07342088	-0.10755443	0.030812927
-0.029272819	-0.027289037	-0.05675013	0.0016558609	0.03999863	-0.016399857	-0.039021026	-0.017491406	0.070214674	-0.002096883	-0.011050336	0.0049332003	-0.07571131	-0.049083397	0.0560218	0.0049408274
0.008330288	-0.01214266	-0.057830792	-0.045057204	0.02927873	-0.02191086	-0.0019622303	-0.052625507	-0.070862055	0.002833594	-0.011008975	0.043003593	-0.123555295	-0.03378645	-0.008415897	0.003812187
0.0626353	-0.060083196	-0.030108117	-0.013086856	0.042833637	0.030915106	0.010418799	-0.008833447	-0.0026358902	0.0070797377	-0.04291694	0.09160748	-0.056279983	-0.015219658	0.06186873	0.026768329
0.032398995	-0.021909365	0.026820527	0.008403483	0.05817521	-0.024436343	-0.060364418	-0.08805181	-0.003351247	0.021196138	-0.16316193	-0.058376066	-0.0159336	0.02711697	-0.022367857	-0.022128563
0.022409681	0.034942966	-0.07447715	-0.0025245852	0.027529307	-0.06302421	0.05962527	-0.084879875	-0.032468583	-0.074610546	-0.059111394	0.014194598	-0.05940443	-0.04143703	-0.09893409	0.0070403237
